station,n_connections,connected_to
YS.PL50,21,YS.MRKH;YS.NGOK;YS.PL37;YS.PL38;YS.PL39;YS.PL40;YS.PL41;YS.PL43;YS.PL44;YS.PL45;YS.PL46;YS.PL57;YS.PL59;YS.PL61;YS.PL62;YS.PL63;YS.PL67;YS.PL68;YS.PL69;YS.PL70;YS.PL71
MN.RTC,21,1L.ST30;3D.MM05;3D.MM15;CA.CFAR;GE.CART;GE.MELI;GE.MTE;IP.MTOR;PM.PESTR;PM.PFVI;PM.PMOZ;WM.UCM;XB.PM04;XB.PM18;XB.PM25;XB.PM35;XB.PS16;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
NM.EUAL,21,7A.BDEG;GS.DEC08;KY.LLKY;N4.060A;N4.237B;N4.257A;N4.K43A;N4.N41A;N4.P38B;N4.P48A;N4.P51A;N4.R40B;N4.R50A;N4.R53A;N4.V51A;N4.X48A;N4.Y60A;N4.Z38B;NM.SCMO;NM.WADM;XO.SOKY
NV.BACME,21,AK.V35K;CC.YOCR;I0.RD179;IE.BCYI;MB.HRY;NC.G005;PB.B934;PQ.LHLYB;PQ.NBC8;RV.DEDWA;RV.KAKWA;RV.SWHSA;TD.TD009;UO.LAIR;UO.RSBO;UO.TOMA;US.HAWA;XL.MG06;XP.TWRS;Y5.PER;YI.QCB01
GE.IBBN,21,CH.FUORN;G.SSB;GE.HLG;GE.PSZ;GE.RGN;GE.RUE;MN.BNI;NL.HGN;UK.STED;XK.HOYT;XK.NOVR;XM.A106;YF.DUOK;YG.CBP2J;YG.CBP4F;YG.CBP4N;YI.BARR;YI.BOB;YI.GROG;YY.SN32;YY.SN34
N4.L34B,21,6E.SB04;GS.DEC08;KY.LLKY;N4.237B;N4.K43A;N4.N41A;N4.P38B;N4.P48A;N4.R32B;N4.R40B;N4.R50A;N4.Z38B;NM.SCMO;NM.WADM;US.AMTX;US.DGMT;US.ECSD;US.GLMI;XO.SOKY;XR.FG01;ZW.AZCF
RV.DEDWA,21,7C.MM17;7C.MM26;7C.MM30;AK.V35K;C8.BNKB;I0.RD179;II.FFC;NV.BACME;NY.TGTN;NY.WGLY;PQ.LHLYB;PQ.NAB2;PQ.NBC3;PQ.NBC8;RV.ASHMA;RV.KAKWA;RV.SWHSA;TD.TD009;XJ.SNOW;XL.MG06;Y5.PER
N4.Z38B,21,6E.SB04;GS.DEC08;IM.TX02;KY.LLKY;N4.237B;N4.L34B;N4.N41A;N4.P38B;N4.P48A;N4.R32B;N4.R40B;N4.V51A;N4.X48A;NM.EUAL;NM.SCMO;NM.WADM;US.AMTX;XO.SOKY;XR.FG01;Z9.W315;ZW.AZCF
OZ.GRASY,21,M8.MOGAR;M8.RUGBY;OZ.BOGA;OZ.CURRY;OZ.DTMM;OZ.HKER;OZ.MARG;OZ.MILD;OZ.MRAT;OZ.ROBE;OZ.ROWM;OZ.TOT;S1.AUCAS;S1.AUDCS;S1.AUGRF;S1.AUHPC;S1.AUJCS;S1.AUTAR;S1.AUTKS;S1.AUUHS;YW.MSWL3
NN.DIX,21,AP.PVFF;BC.PIX;BC.TJX;CC.YOCR;CI.CIA;CI.PDM;IE.BCYI;IE.IRCI;MB.HRY;NC.G005;NN.RUB;NN.SLVR;PB.B934;PQ.LHLYB;RE.BRBY3;UO.LAIR;UO.RSBO;UO.TOMA;US.HAWA;US.MVCO;WY.YHR
YT.MECK,21,1D.ATOL;1D.BREN;1D.ELSW;1D.FOWL;1D.KIBB;1D.PIG3;1D.ROTH;1D.WELC;AI.BELA;YT.DUFK;YT.HOWD;YT.MA06;YT.MA07;YT.MA09;YT.RMBO;YT.ST02;YT.STEW;YT.THUR;YT.UPTW;YT.WAIS;YT.WILS
YM.MHCG,21,7K.AN4;7O.ABNH;C8.FORQ;LD.FRNY;N4.E62A;N4.G65A;N4.K43A;N4.K50A;N4.P48A;N4.P51A;N4.R50A;N4.R53A;N4.R61A;PE.PAKC;PE.PBL2;PE.PSSK;PO.LATQ;PO.MATQ;US.GLMI;WU.TOBO;X8.COSY
JP.JNU,21,1A.NE00;1U.SHRD;5G.D10;5G.D16;CB.DL2;IC.SSE;IU.INCN;JP.JGF;JP.JHJ2;JP.JHS;JP.JMJ2;JP.JMM;JP.JMN;JP.JMZ;JP.JOW;JP.JSD;JP.JSU;JP.JTU;JP.JWT;KG.TJN;KS.SH2B
GE.SUMG,21,9D.KNS;DK.ANGG;DK.DBG;DK.DY2G;DK.ICESG;DK.KULLO;DK.NEEM;DK.SCO;DK.SOEG;GE.DAG;GG.SE1;KP.UPNV;NO.JMIC;XF.NE1;XF.NE2;XF.NE3;XF.NE4;XF.NE5;XF.NE6;YM.KASE;ZN.SA2G
XV.NAPU,21,6H.FUNH;6H.MASS;AF.SKRH;XK.Q05MJ;XK.Q07MR;XK.W02NB;XK.W10LW;XK.W12MB;XK.W15SS;XK.Z04NN;XK.Z09CG;XV.ANTS;XV.BAND;XV.BANJ;XV.BITY;XV.MAJA;XV.MMBE;XV.SENA;XV.TETE;XV.VINA;XV.ZOBE
YP.NE8I,21,5G.D10;5G.D16;CB.HEH;CB.SNY;IC.HIA;IU.YSS;JP.ASAJ;YP.NE57;YP.NE59;YP.NE5D;YP.NE66;YP.NE6F;YP.NE7D;YP.NE8B;YP.NE9B;YP.NEA3;YP.NEA5;YP.NEA9;YP.NEAB;YP.NEAD;YP.NEP5
MM.NGU,21,IC.LSA;IN.PBA;IN.SHL;MM.KTN;MM.MDY;MM.SIM;MM.TGI;MM.YGN;RM.SLV;TM.CMAI;TM.CRAI;TM.LOEI;TM.NAYO;TM.NONG;TM.PHRA;TM.PRAC;TM.SRDT;XR.BA07;XR.MS02;XR.MS05;XR.MS09
X4.A01,21,IC.LSA;X4.C13;X4.D08;X4.D11;X4.D26;X4.F06;X4.GS01;X4.GS12;X4.GS18;X4.H01;X4.H05;X4.H13;X4.H19;X4.H22;XO.JSO2;Z8.356;Z8.365;Z8.373;ZV.GUNA;ZV.LORI;ZV.MAQU
DK.SOEG,21,8F.VIGR;9D.KNS;DK.ANGG;DK.DBG;DK.DY2G;DK.ICESG;DK.NRS;DK.SCO;G.IVI;GE.DAG;GE.SUMG;GG.SE1;KP.UPNV;NO.JMIC;XF.NE1;XF.NE2;XF.NE3;XF.NE4;XF.NE5;YM.KASE;Z7.FAG
Z9.W315,20,GS.DEC08;KY.LLKY;N4.060A;N4.257A;N4.K43A;N4.N41A;N4.X48A;N4.Z38B;NM.SCMO;NM.WADM;PO.ACTO;PO.MEDO;XO.LE17;XO.MG05;XO.SOKY;XY.PACW;Z9.E07;Z9.E31;Z9.W14;ZL.N07A
XD.PSP03,20,YT.DEVL;YT.DUFK;YT.FALL;YT.MILR;YT.PECA;YT.SIPL;YT.ST01;YT.ST02;YT.ST04;YT.SURP;YT.WNDY;ZM.GM01;ZM.GM03;ZM.GM04;ZM.N140;ZM.N156;ZM.N173;ZM.N190;ZM.P061;ZM.P080
XM.ANB19,20,4Q.UT19;C1.AC02;C1.CO05;GT.CPUP;XM.ANB03;XM.ANB07;XM.ANB09;XM.ANB10;XM.ANB11;XM.ANB16;XM.ANB17;XM.ANB18;XM.ANB20;XM.ASB04;XM.ASB13;XM.ASB19;XM.ASB20;XM.ASB22;XM.CB01;XM.CB22
GB.GDLE,20,CH.SLE;CZ.PRIC;DK.MUD;EI.DSB;EI.IDGL;EI.IMAC;EI.IMAY;G.CLF;G.SSB;GB.CCA1;GB.DRUM;GB.GAL1;GB.HMNX;GB.JSA;GB.LAWE;GB.LEWI;GB.LRW;GB.WACR;NL.HGN;WF.SPG
II.FFC,20,4A.MN50;I0.RD179;RV.ASHMA;RV.DEDWA;RV.KAKWA;RV.SWHSA;TD.TD009;US.DGMT;XI.SC04;XI.SN44;XK.5190;XR.FA23;XR.FA24;XR.FA27;XS.N08;Y5.DOR;Y5.FMC;Y5.HON;Y5.PER;Y5.RW1
XH.DR02,20,XH.DR15;XH.DR16;XH.RS02;XH.RS06;XH.RS08;XH.RS10;XH.RS12;XH.RS15;XH.RS17;YT.AGO1;YT.CLRK;YT.DEVL;YT.FALL;YT.MILR;YT.MPAT;YT.SIPL;YT.SURP;ZJ.BEBP;ZJ.DONT;ZJ.RKST
XO.WD54,20,AK.FALS;AK.GLB;AK.PAX;AK.PPLA;AT.MID;AT.SVW2;EO.KLRS;NY.MAYO;XO.EP16;XO.EP23;XO.ET20;XO.KD02;XO.LA32;XO.LD42;XO.WD49;XO.WD58;XO.WD60;XO.WD67;XO.WD69;XO.WD72
YT.ST07,20,YT.BENN;YT.CLRK;YT.FALL;YT.HOWD;YT.KOLR;YT.MPAT;YT.PECA;YT.SILY;YT.SIPL;YT.ST01;YT.ST02;YT.ST04;YT.ST10;YT.ST14;YT.SURP;YT.THUR;YT.UPTW;YT.WAIS;YT.WILS;YT.WNDY
KR.SFK,20,CK.MNAS;II.AAK;II.NIL;KN.ULHL;KR.BTK;KR.TRKS;KZ.MAKZ;KZ.OTUK;QZ.AKST;QZ.BRZS;QZ.CHM;QZ.TDK;QZ.ZHTS;TF.KHO;TJ.CHGR;TJ.GEZN;TJ.MURGB;TJ.SHAA;Y2.GUGE;Y2.WT12
GB.DRUM,20,DK.MUD;EI.DSB;EI.IDGL;EI.IMAC;EI.IMAY;G.CLF;GB.CCA1;GB.GAL1;GB.GDLE;GB.HMNX;GB.JSA;GB.LAWE;GB.LEWI;GB.LRW;GB.WACR;NL.HGN;UK.STED;WF.SPG;YB.IF01;Z7.FAG
EI.IDGL,20,DK.MUD;EI.DSB;EI.IMAC;EI.IMAY;G.CLF;GB.CCA1;GB.DRUM;GB.GAL1;GB.GDLE;GB.HMNX;GB.JSA;GB.LAWE;GB.LEWI;GB.LRW;GB.WACR;NL.HGN;UK.STED;WF.SPG;YB.IF01;Z7.FAG
YS.PL37,20,YS.MRKH;YS.NGOK;YS.PL38;YS.PL39;YS.PL40;YS.PL41;YS.PL43;YS.PL44;YS.PL45;YS.PL46;YS.PL50;YS.PL57;YS.PL61;YS.PL62;YS.PL63;YS.PL67;YS.PL68;YS.PL69;YS.PL70;YS.PL71
ZN.DC34,20,7A.BDEG;GS.DEC08;KY.LLKY;LD.FRNY;N4.257A;N4.K43A;N4.K50A;N4.P48A;N4.P51A;N4.R50A;N4.R53A;N4.R61A;N4.V51A;N4.X48A;N4.Y60A;PO.LATQ;US.GLMI;WU.TOBO;X8.QM38;XO.SOKY
YT.MA07,20,1D.FOWL;1D.KIBB;1D.PIG3;YT.BENN;YT.CLRK;YT.DUFK;YT.FALL;YT.HOWD;YT.KOLR;YT.MA06;YT.MA09;YT.MECK;YT.PECA;YT.RMBO;YT.SILY;YT.SIPL;YT.STEW;YT.THUR;YT.UPTW;YT.WAIS
YS.PL67,20,YS.MRKH;YS.NGOK;YS.PL37;YS.PL38;YS.PL39;YS.PL40;YS.PL41;YS.PL44;YS.PL45;YS.PL46;YS.PL50;YS.PL57;YS.PL59;YS.PL61;YS.PL62;YS.PL63;YS.PL68;YS.PL69;YS.PL70;YS.PL71
YT.WNDY,20,XD.PSP03;YT.CLRK;YT.DUFK;YT.FALL;YT.HOWD;YT.KOLR;YT.MILR;YT.MPAT;YT.PECA;YT.SILY;YT.SIPL;YT.ST01;YT.ST02;YT.ST04;YT.ST07;YT.ST10;YT.ST14;YT.SURP;YT.WAIS;YT.WILS
TM.CHBT,20,IC.QIZ;IN.PBA;MM.KTN;MM.TGI;MM.YGN;MY.KUM;RM.DLV;RM.SLV;TM.CMAI;TM.CRAI;TM.LOEI;TM.NAYO;TM.NONG;TM.PANO;TM.PHRA;TM.PRAC;TM.SKLT;TM.SRDT;TM.SRIT;TM.UBPT
OZ.ROBE,20,M8.MOGAR;OZ.BOGA;OZ.CURRY;OZ.DTMM;OZ.GRASY;OZ.HKER;OZ.MARG;OZ.MILD;OZ.MRAT;OZ.ROWM;OZ.TOT;S1.AUCAS;S1.AUDCS;S1.AUGRF;S1.AUHPC;S1.AUJCS;S1.AUROX;S1.AUTAR;S1.AUTKS;S1.AUUHS
XM.ANB20,20,4Q.UT19;C1.AC02;C1.CO05;GT.CPUP;XM.ANB03;XM.ANB07;XM.ANB09;XM.ANB10;XM.ANB11;XM.ANB16;XM.ANB17;XM.ANB18;XM.ANB19;XM.ASB04;XM.ASB13;XM.ASB19;XM.ASB20;XM.ASB22;XM.CB01;XM.CB22
XV.MMBE,20,6H.CHID;6H.FUNH;6H.MASS;AF.SKRH;G.FOMA;XV.AMPY;XV.ANLA;XV.ANTS;XV.BAND;XV.BANJ;XV.BITY;XV.LAHA;XV.MAHA;XV.MAJA;XV.NAPU;XV.SENA;XV.SOLA;XV.VATO;XV.VINA;XV.ZOBE
8A.WAND,20,8A.AIAI;8A.AROB;8A.BAHE;8A.GAMM;8A.HAO;8A.KANO;8A.MALT;8A.OKAM;8A.OMUT;8A.OTJO;8A.SOLI;AF.BLWY;AF.CVNA;AF.HVD;AF.SNKL;AF.UPI;ZT.CRAIL;ZT.DULL;ZT.NHAM;ZT.WTBG
KO.DKL,20,3K.NIKI;AC.VLO;GE.TIRR;GF.TEPE;HL.ARG;HL.RDO;HT.AGG;KO.ELL;MN.DIVS;MN.PDG;MN.VTS;RU.ANN;YB.AT06;YB.AT19;YB.AT44;YB.AT49;YB.AT56;YB.AT63;YB.SM05;YH.KO07
MX.HPIG,20,3U.AR2;4O.GV01;7P.PC53;AP.PVFF;BC.PIX;BC.SPX;IM.TX02;JW.BRR;MG.JRQG;MX.MOIG;MX.ZAIG;N4.237B;O2.SC12;TX.435B;TX.BRDY;TX.DKNS;TX.ELG6;US.AMTX;X2.CRAT;ZW.AZCF
XV.TETE,20,6H.CHID;6H.FUNH;6H.MASS;AF.BLWY;AF.KTWE;AF.LBB;AF.PWET;AF.TEZI;IU.LSZ;XK.B04KH;XK.Q05MJ;XK.Q07MR;XK.W02NB;XK.W10LW;XK.W12MB;XK.W15SS;XK.Z04NN;XK.Z09CG;XV.NAPU;XV.SENA
TM.PRAC,20,IN.PBA;MM.KTN;MM.NGU;MM.TGI;MM.YGN;MY.KUM;RM.DLV;RM.SLV;TM.CHBT;TM.CMAI;TM.CRAI;TM.LOEI;TM.NAYO;TM.NONG;TM.PANO;TM.PHRA;TM.SKLT;TM.SRDT;TM.SRIT;TM.UBPT
S1.AUUHS,20,M8.MOGAR;M8.RUGBY;OZ.BOGA;OZ.CURRY;OZ.DTMM;OZ.GRASY;OZ.MARG;OZ.MILD;OZ.ROBE;OZ.ROWM;OZ.TOT;S1.AUDCS;S1.AUGRF;S1.AUHPC;S1.AUMUL;S1.AUPHS;S1.AUTAR;S1.AUTKS;Y2.KKVN5;YW.MSWL3
NU.BILN,20,6Q.FEC2;9R.OBS16;CM.LCBC;CM.PRV;CM.SJC;CW.CAIB;CW.CAMR;CW.CCCC;CW.CHIV;CW.SOR;CY.CBCY;GI.AVPA;GI.HUBA;GI.PETF;JM.CVJB;NU.CSGN;NU.ESPN;NU.SIUN;SV.RBDL;YG.INC37
YI.GROG,20,CH.FUORN;G.SSB;GE.IBBN;GE.MAHO;GE.PSZ;GE.RUE;HT.LKD;MN.BNI;MN.CLTB;MN.DIVS;MN.VSL;MN.VTS;MN.WDD;NL.HGN;XM.A106;YG.CBP2J;YG.CBP4F;YG.CBP4N;YI.BARR;YI.BOB
UO.RSBO,20,CC.YOCR;I0.RD179;IE.BCYI;IE.IRCI;MB.HRY;NC.G005;NN.DIX;NN.RUB;NN.SLVR;NV.BACME;PB.B934;PQ.LHLYB;RE.BRBY3;TD.TD009;UO.LAIR;UO.TOMA;US.HAWA;WY.YHR;X7.WA33;XP.TWRS
XO.EP23,20,AK.FALS;AK.GAMB;AK.GLB;AK.PAX;AK.PPLA;AK.SPIA;AT.MID;AT.SVW2;XO.EP16;XO.ET20;XO.KD02;XO.LA32;XO.LD42;XO.WD49;XO.WD54;XO.WD58;XO.WD60;XO.WD67;XO.WD69;XO.WD72
BX.KGCAE,20,AF.BLWY;AF.CVNA;AF.HVD;AF.MOPA;AF.POGA;AF.RUDU;AF.SNKL;AF.UPI;AF.WIN;BX.KHWEE;BX.KOOLE;BX.LKGWB;BX.PHPEN;BX.XAUDM;Z1.Z21G;Z1.Z34S;ZT.CRAIL;ZT.DULL;ZT.NHAM;ZT.WTBG
AF.MOPA,20,AF.BLWY;AF.HARE;AF.HVD;AF.PKA;AF.POGA;AF.SNKL;AF.TEZI;BX.KGCAE;BX.KHWEE;BX.LKGWB;BX.PHPEN;IU.LSZ;MZ.MOCU;NR.NE215;Z1.Z34S;ZQ.AAM2;ZT.CRAIL;ZT.DULL;ZT.NHAM;ZT.WTBG
XJ.SNOW,20,7C.MM17;7C.MM26;7C.MM30;7C.MM40;AK.GLB;AK.PAX;AT.MID;C8.BNKB;C8.MWAB;NY.MAYO;NY.TGTN;NY.WGLY;PQ.NAB2;PQ.NBC3;PQ.NBC8;RV.DEDWA;RV.SWHSA;Y5.PER;YG.GLN4;ZQ.ETIP
YP.NEAD,20,5G.D10;CB.HEH;CB.SNY;IC.HIA;IU.YSS;JP.ASAJ;YP.NE57;YP.NE59;YP.NE5D;YP.NE66;YP.NE6F;YP.NE7D;YP.NE8B;YP.NE8I;YP.NE9B;YP.NEA3;YP.NEA5;YP.NEA9;YP.NEAB;YP.NEP5
N4.237B,20,6E.SB04;EP.CHC4;GS.DEC08;IM.TX02;KY.LLKY;MX.HPIG;N4.L34B;N4.N41A;N4.P38B;N4.R32B;N4.R40B;N4.X48A;N4.Z38B;NM.EUAL;NM.SCMO;NM.WADM;US.AMTX;XO.SOKY;XR.FG01;ZW.AZCF
DK.ICESG,20,9D.KNS;DK.ANGG;DK.DBG;DK.DY2G;DK.KULLO;DK.NEEM;DK.NRS;DK.SCO;DK.SOEG;G.IVI;GE.DAG;GE.SUMG;GG.SE1;KP.UPNV;XF.NE1;XF.NE2;XF.NE3;XF.NE4;XF.NE5;YM.KASE
AK.S31K,19,AK.DCPH;AK.FYU;AK.G27K;AK.GLB;AK.J26L;AK.PAX;AK.PPLA;AK.V35K;AT.MID;EO.KLRS;NY.MAYO;NY.TGTN;NY.WGLY;PQ.KLONY;PQ.NAB2;PQ.NBC3;PQ.NBC8;PQ.RICHY;YI.QCB01
XM.ASB22,19,C1.AC02;C1.CO05;C1.LL05;C1.LR04;C1.VA04;GT.PLCA;XM.ANB09;XM.ANB10;XM.ANB11;XM.ANB18;XM.ANB19;XM.ANB20;XM.ASB04;XM.ASB08;XM.ASB11;XM.ASB13;XM.ASB19;XM.ASB20;XM.CB22
YD.3B13,19,AC.VLO;CH.FUORN;GE.TIRR;HL.RDO;HT.AGG;IU.KIEV;MN.CLTB;MN.DIVS;MN.PDG;MN.VTS;MN.WDD;PL.BEL;PL.KWP;PL.NIE;YD.3D08;YD.3D14;YD.3F11;YD.3H07;YD.6C04
IC.QIZ,19,CB.GYA;CB.GZH;HK.HKPS;MM.KTN;RM.DLV;RM.SLV;TM.CHBT;TM.CRAI;TM.LOEI;TM.NAYO;TM.NONG;TM.PANO;TM.PHRA;TM.UBPT;TW.KMNB;TW.VDOS;TW.VNAS;YA.MC16;YM.37
7C.MM26,19,7C.MM17;7C.MM30;7C.MM40;AK.FYU;AK.GLB;AK.PAX;AK.PPLA;AT.MID;C8.BNKB;NY.MAYO;NY.TGTN;NY.WGLY;PQ.NAB2;PQ.NBC3;PQ.NBC8;RV.DEDWA;XJ.SNOW;YG.GLN4;ZE.BULG
YD.6C04,19,AC.VLO;CH.FUORN;GE.TIRR;HL.RDO;HT.AGG;IU.KIEV;MN.BNI;MN.DIVS;MN.PDG;MN.VTS;NL.HGN;PL.BEL;PL.KWP;PL.NIE;YD.3B13;YD.3D08;YD.3D14;YD.3F11;YD.3H07
XV.VINA,19,AF.SKRH;G.FOMA;XK.Q05MJ;XK.Q07MR;XV.AMPY;XV.ANLA;XV.ANTS;XV.BAND;XV.BANJ;XV.BITY;XV.DGOS;XV.LAHA;XV.MAHA;XV.MAJA;XV.MMBE;XV.NAPU;XV.SENA;XV.SOLA;XV.ZOBE
8A.KANO,19,8A.AIAI;8A.AROB;8A.BAHE;8A.GAMM;8A.HAO;8A.MALT;8A.NEPA;8A.OKAM;8A.OMUT;8A.OTJO;8A.SOLI;8A.WAND;8A.WEWE;AF.BLWY;AF.UPI;AF.WIN;NR.NE215;ZT.CRAIL;ZT.NHAM
YS.PL68,19,YS.MRKH;YS.NGOK;YS.PL37;YS.PL38;YS.PL39;YS.PL40;YS.PL41;YS.PL45;YS.PL46;YS.PL50;YS.PL57;YS.PL59;YS.PL61;YS.PL62;YS.PL63;YS.PL67;YS.PL69;YS.PL70;YS.PL71
DK.KULLO,19,1E.CNF;1E.TQF;1E.WHI;DK.DBG;DK.DY2G;DK.ICESG;DK.NEEM;GE.DAG;GE.SUMG;KP.UPNV;X5.MARN;X5.PNGN;XF.NE1;XF.NE2;XF.NE3;XF.NE4;XF.NE5;XF.NE6;YM.KASE
BX.PHPEN,19,AF.BLWY;AF.CVNA;AF.HVD;AF.MOPA;AF.POGA;AF.RUDU;AF.SNKL;AF.UPI;AF.WIN;BX.KGCAE;BX.KHWEE;BX.KOOLE;BX.LKGWB;BX.XAUDM;Z1.Z34S;ZT.CRAIL;ZT.DULL;ZT.NHAM;ZT.WTBG
ZG.CP12,19,II.NNA;IU.SAML;TO.PE03;TO.PG01;TO.PG20;TO.PH20;XP.PLTP;YS.OLC5;YS.PARW;ZD.FM03;ZD.FM06;ZD.FM09;ZD.FN11;ZD.FS07;ZG.CB14;ZG.CB34;ZG.CP07;ZG.CP13;ZG.CP19
QZ.TDK,19,II.AAK;KR.BTK;KR.SFK;KR.TRKS;KZ.MAKZ;KZ.OTUK;QZ.BRZS;QZ.CHM;QZ.SEM;QZ.USHN;QZ.ZHTS;QZ.ZSN;TF.KHO;TJ.CHGR;TJ.MURGB;X7.MC14;XV.NW140;XV.NW300;XV.SW060
ZT.WTBG,19,8A.AROB;8A.GAMM;8A.WAND;AF.BLWY;AF.HVD;AF.MOPA;AF.POGA;AF.SNKL;AF.UPI;BX.KGCAE;BX.KHWEE;BX.KOOLE;BX.LKGWB;BX.PHPEN;BX.XAUDM;NR.NE215;ZT.CRAIL;ZT.DULL;ZT.NHAM
XE.ES11,19,IC.LSA;XE.ES03;XE.ES18;XE.ES19;XE.ES28;XE.ES31;XE.SP18;XF.H0650;XF.H1210;XF.H1415;YA.MC02;YA.MC05;YA.MC08;YA.MC10;YA.MC12;YA.MC14;YA.MC16;YA.MC17;YA.MC21
XO.WD72,19,AK.FALS;AK.GLB;AK.PAX;AK.PPLA;AT.MID;AT.SVW2;EO.KLRS;XO.EP16;XO.EP23;XO.ET20;XO.KD02;XO.LA32;XO.LD42;XO.WD49;XO.WD54;XO.WD58;XO.WD60;XO.WD67;XO.WD69
MM.SIM,19,IC.LSA;IN.PBA;IN.SHL;IO.EVN;MM.KTN;MM.MDY;MM.NGU;MM.TGI;MM.YGN;TM.CRAI;TM.LOEI;TM.NAYO;TM.NONG;TM.PHRA;TM.SRDT;XR.BA07;XR.MS02;XR.MS05;XR.MS09
PM.PESTR,19,1L.ST30;3D.MM05;3D.MM15;CA.CARA;CA.CFAR;CA.CPAL;MN.RTC;PM.PFVI;PM.PMOZ;WM.UCM;XB.PM04;XB.PM18;XB.PM25;XB.PM35;XB.PS16;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
TM.UBPT,19,IC.QIZ;MM.KTN;MM.TGI;MM.YGN;RM.DLV;RM.SLV;TM.CHBT;TM.CMAI;TM.CRAI;TM.LOEI;TM.NAYO;TM.NONG;TM.PANO;TM.PHRA;TM.PRAC;TM.SKLT;TM.SRDT;TM.SRIT;TW.VNAS
N4.Y60A,19,7A.BDEG;KY.LLKY;N4.060A;N4.257A;N4.K50A;N4.P48A;N4.P51A;N4.R50A;N4.R53A;N4.R61A;N4.V51A;N4.X48A;NM.EUAL;NM.WADM;PE.PAKC;PE.PSSK;XO.SOKY;XY.PACW;ZN.DC34
II.NNA,19,AS.ZOBO;EC.BOSC;EC.MCRA;GE.RIOB;TO.PE03;TO.PG01;TO.PG20;TO.PH20;YS.PARW;ZD.FM03;ZD.FM06;ZD.FM09;ZD.FN11;ZD.FS07;ZG.CB34;ZG.CP07;ZG.CP12;ZG.CP13;ZG.CP19
PM.PFVI,19,1L.ST30;3D.MM05;3D.MM15;CA.CARA;CA.CFAR;IP.MTOR;MN.RTC;PM.PESTR;PM.PMOZ;WM.UCM;XB.PM04;XB.PM18;XB.PM25;XB.PM35;XB.PS16;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
II.TLY,19,IU.ULN;X7.MC06;X7.MC14;XL.AT04;XL.AT13;XL.HD03;XL.HD09;XL.HD21;XL.HD25;XL.HD41;XL.HD48;XL.HD54;XL.HD68;XL.HD72;XL.HD73;XL.HD74;XL.HD75;XL.HV10;YP.NEP7
ZG.CP13,19,II.NNA;IU.SAML;TO.PE03;TO.PG01;TO.PG20;TO.PH20;XP.PLTP;YS.OLC5;YS.PARW;ZD.FM03;ZD.FM06;ZD.FM09;ZD.FN11;ZD.FS07;ZG.CB14;ZG.CB34;ZG.CP07;ZG.CP12;ZG.CP19
PQ.LHLYB,19,AK.V35K;CC.YOCR;I0.RD179;IE.BCYI;IE.IRCI;MB.HRY;NN.DIX;NN.RUB;NV.BACME;PB.B934;PQ.NBC8;RV.ASHMA;RV.DEDWA;RV.KAKWA;RV.SWHSA;TD.TD009;UO.LAIR;UO.RSBO;UO.TOMA
YT.SWEI,19,XH.DR15;XH.DR16;XH.RS02;XH.RS06;XH.RS08;XH.RS15;XH.RS17;YT.AGO1;YT.AGO3;YT.BENN;YT.DEVL;YT.FALL;YT.HOWE;YT.MILR;YT.PECA;YT.RMBO;YT.SIPL;YT.STEW;YT.SURP
BX.LKGWB,19,AF.BLWY;AF.CVNA;AF.HVD;AF.MOPA;AF.POGA;AF.RUDU;AF.SNKL;AF.UPI;AF.WIN;BX.KGCAE;BX.KHWEE;BX.KOOLE;BX.PHPEN;BX.XAUDM;Z1.Z34S;ZT.CRAIL;ZT.DULL;ZT.NHAM;ZT.WTBG
YT.ST01,19,XD.PSP03;YT.CLRK;YT.DUFK;YT.FALL;YT.HOWD;YT.KOLR;YT.MPAT;YT.PECA;YT.SILY;YT.SIPL;YT.ST02;YT.ST04;YT.ST07;YT.ST10;YT.ST14;YT.SURP;YT.WAIS;YT.WILS;YT.WNDY
ZM.P061,19,XD.PSP03;YT.DEVL;YT.FALL;YT.MILR;YT.PECA;YT.SURP;ZM.GM01;ZM.GM02;ZM.GM03;ZM.GM04;ZM.GM06;ZM.GM07;ZM.N140;ZM.N156;ZM.N173;ZM.N190;ZM.N215;ZM.P080;ZM.P124
ZD.FS07,19,II.NNA;IU.SAML;TO.PE03;TO.PG01;TO.PG20;TO.PH20;XP.PLTP;YS.OLC5;YS.PARW;ZD.FM03;ZD.FM06;ZD.FM09;ZD.FN11;ZG.CB14;ZG.CB34;ZG.CP07;ZG.CP12;ZG.CP13;ZG.CP19
YS.PL70,19,YS.MRKH;YS.NGOK;YS.PL37;YS.PL38;YS.PL39;YS.PL40;YS.PL41;YS.PL45;YS.PL46;YS.PL50;YS.PL57;YS.PL59;YS.PL61;YS.PL62;YS.PL63;YS.PL67;YS.PL68;YS.PL69;YS.PL71
YH.KO07,19,AC.VLO;GE.TIRR;HL.ARG;HL.RDO;HT.AGG;IU.KIEV;KO.DKL;KO.ELL;KO.KARS;MN.DIVS;MN.PDG;MN.VTS;YB.AT06;YB.AT19;YB.AT39;YB.AT44;YB.AT49;YB.AT56;YB.AT63
